2023-11-23 19:50:39,580 INFO    StreamThr :29500 [internal.py:wandb_internal():86] W&B internal server running at pid: 29500, started at: 2023-11-23 19:50:39.579394
2023-11-23 19:50:39,580 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: status
2023-11-23 19:50:39,583 INFO    WriterThread:29500 [datastore.py:open_for_write():85] open: /Users/aliramlaoui/Library/CloudStorage/GoogleDrive-ramlaouiali@gmail.com/My Drive/Cours 3A/AST/project/unrolled-nn-restoration/wandb/run-20231123_195039-fxs7k34o/run-fxs7k34o.wandb
2023-11-23 19:50:39,583 DEBUG   SenderThread:29500 [sender.py:send():380] send: header
2023-11-23 19:50:39,601 DEBUG   SenderThread:29500 [sender.py:send():380] send: run
2023-11-23 19:50:40,002 INFO    SenderThread:29500 [dir_watcher.py:__init__():211] watching files in: /Users/aliramlaoui/Library/CloudStorage/GoogleDrive-ramlaouiali@gmail.com/My Drive/Cours 3A/AST/project/unrolled-nn-restoration/wandb/run-20231123_195039-fxs7k34o/files
2023-11-23 19:50:40,002 INFO    SenderThread:29500 [sender.py:_start_run_threads():1124] run started: fxs7k34o with start time 1700765439.580009
2023-11-23 19:50:40,009 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: check_version
2023-11-23 19:50:40,009 DEBUG   SenderThread:29500 [sender.py:send_request():407] send_request: check_version
2023-11-23 19:50:40,111 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: run_start
2023-11-23 19:50:40,116 DEBUG   HandlerThread:29500 [system_info.py:__init__():32] System info init
2023-11-23 19:50:40,116 DEBUG   HandlerThread:29500 [system_info.py:__init__():47] System info init done
2023-11-23 19:50:40,116 INFO    HandlerThread:29500 [system_monitor.py:start():194] Starting system monitor
2023-11-23 19:50:40,117 INFO    SystemMonitor:29500 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-23 19:50:40,117 INFO    HandlerThread:29500 [system_monitor.py:probe():214] Collecting system info
2023-11-23 19:50:40,117 DEBUG   HandlerThread:29500 [system_info.py:probe():196] Probing system
2023-11-23 19:50:40,117 INFO    SystemMonitor:29500 [interfaces.py:start():190] Started cpu monitoring
2023-11-23 19:50:40,117 INFO    SystemMonitor:29500 [interfaces.py:start():190] Started disk monitoring
2023-11-23 19:50:40,119 INFO    SystemMonitor:29500 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-23 19:50:40,122 INFO    SystemMonitor:29500 [interfaces.py:start():190] Started memory monitoring
2023-11-23 19:50:40,122 INFO    SystemMonitor:29500 [interfaces.py:start():190] Started network monitoring
2023-11-23 19:50:40,125 DEBUG   HandlerThread:29500 [system_info.py:_probe_git():181] Probing git
2023-11-23 19:50:40,139 DEBUG   HandlerThread:29500 [system_info.py:_probe_git():189] Probing git done
2023-11-23 19:50:40,139 DEBUG   HandlerThread:29500 [system_info.py:probe():244] Probing system done
2023-11-23 19:50:40,139 DEBUG   HandlerThread:29500 [system_monitor.py:probe():223] {'os': 'macOS-14.0-arm64-arm-64bit', 'python': '3.10.9', 'heartbeatAt': '2023-11-23T18:50:40.117602', 'startedAt': '2023-11-23T18:50:39.571007', 'docker': None, 'cuda': None, 'args': ('--n_epochs', '20', '--generate', '--n_epochs=50'), 'state': 'running', 'program': '/Users/aliramlaoui/Library/CloudStorage/GoogleDrive-ramlaouiali@gmail.com/My Drive/Cours 3A/AST/project/unrolled-nn-restoration/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/Ramlaoui/unrolled-nn-restoration.git', 'commit': '250670cb59447cb1b9cdce443648df2eede2ce0d'}, 'email': 'ramlaoui@outlook.com', 'root': '/Users/aliramlaoui/Library/CloudStorage/GoogleDrive-ramlaouiali@gmail.com/My Drive/Cours 3A/AST/project/unrolled-nn-restoration', 'host': 'Alis-MacBook-Pro.local', 'username': 'aliramlaoui', 'executable': '/Users/aliramlaoui/Library/CloudStorage/GoogleDrive-ramlaouiali@gmail.com/My Drive/Cours 3A/AST/project/unrolled-nn-restoration/venv/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 460.4317207336426, 'used': 12.443405151367188}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-11-23 19:50:40,139 INFO    HandlerThread:29500 [system_monitor.py:probe():224] Finished collecting system info
2023-11-23 19:50:40,139 INFO    HandlerThread:29500 [system_monitor.py:probe():227] Publishing system info
2023-11-23 19:50:40,139 DEBUG   HandlerThread:29500 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-23 19:50:40,140 DEBUG   HandlerThread:29500 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-23 19:50:40,140 INFO    HandlerThread:29500 [system_monitor.py:probe():229] Finished publishing system info
2023-11-23 19:50:40,142 DEBUG   SenderThread:29500 [sender.py:send():380] send: files
2023-11-23 19:50:40,142 INFO    SenderThread:29500 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-23 19:50:40,146 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: stop_status
2023-11-23 19:50:40,146 DEBUG   SenderThread:29500 [sender.py:send_request():407] send_request: stop_status
2023-11-23 19:50:40,146 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-23 19:50:40,379 DEBUG   SenderThread:29500 [sender.py:send():380] send: telemetry
2023-11-23 19:50:40,379 DEBUG   SenderThread:29500 [sender.py:send():380] send: exit
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:send_exit():585] handling exit code: 1
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:send_exit():587] handling runtime: 0
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:send_exit():593] send defer
2023-11-23 19:50:40,380 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: defer
2023-11-23 19:50:40,380 INFO    HandlerThread:29500 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-23 19:50:40,380 DEBUG   SenderThread:29500 [sender.py:send_request():407] send_request: defer
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:transition_state():613] send defer: 1
2023-11-23 19:50:40,380 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: defer
2023-11-23 19:50:40,380 INFO    HandlerThread:29500 [handler.py:handle_request_defer():172] handle defer: 1
2023-11-23 19:50:40,380 DEBUG   SenderThread:29500 [sender.py:send_request():407] send_request: defer
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:send_request_defer():609] handle sender defer: 1
2023-11-23 19:50:40,380 INFO    SenderThread:29500 [sender.py:transition_state():613] send defer: 2
2023-11-23 19:50:40,381 DEBUG   HandlerThread:29500 [handler.py:handle_request():146] handle_request: defer
2023-11-23 19:50:40,381 INFO    HandlerThread:29500 [handler.py:handle_request_defer():172] handle defer: 2
2023-11-23 19:50:40,381 INFO    HandlerThread:29500 [system_monitor.py:finish():203] Stopping system monitor
2023-11-23 19:50:40,381 DEBUG   SystemMonitor:29500 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-11-23 19:50:40,381 INFO    HandlerThread:29500 [interfaces.py:finish():202] Joined cpu monitor
2023-11-23 19:50:40,381 DEBUG   SystemMonitor:29500 [system_monitor.py:_start():179] Finished system metrics aggregation loop
